pdb_id,method,resolution_a,comp_id,comp_name,formula,formula_weight,comp_type,smiles,heavy_atoms,auth_asym_ids,classification,tier
1PIN,X-RAY DIFFRACTION,1.35,ALA,ALANINE,C3 H7 N O2,89.093,L-peptide linking,C[C@@H](C(=O)O)N,6,A,additive_code,
1PIN,X-RAY DIFFRACTION,1.35,PRO,PROLINE,C5 H9 N O2,115.13,L-peptide linking,C1C[C@H](NC1)C(=O)O,8,A,additive_code,
1PIN,X-RAY DIFFRACTION,1.35,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
1PIN,X-RAY DIFFRACTION,1.35,1PG,2-(2-{2-[2-(2-METHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHANOL,C11 H24 O6,252.305,non-polymer,COCCOCCOCCOCCOCCO,17,A,additive_polyether_structure,
1ZCN,X-RAY DIFFRACTION,1.9,PO4,PHOSPHATE ION,O4 P,94.971,non-polymer,[O-]P(=O)([O-])[O-],5,A,additive_code,
1ZCN,X-RAY DIFFRACTION,1.9,1PE,PENTAETHYLENE GLYCOL,C10 H22 O6,238.278,non-polymer,C(COCCOCCOCCOCCO)O,16,A,additive_code,
2F21,X-RAY DIFFRACTION,1.5,1PE,PENTAETHYLENE GLYCOL,C10 H22 O6,238.278,non-polymer,C(COCCOCCOCCOCCO)O,16,A,additive_code,
2ITK,X-RAY DIFFRACTION,1.45,PE4,2-{2-[2-(2-{2-[2-(2-ETHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHOXY]-ETHOXY}-ETHANOL,C16 H34 O8,354.436,non-polymer,CCOCCOCCOCCOCCOCCOCCOCCO,24,A,additive_code,
2M9F,SOLUTION NMR,,NAG,2-acetamido-2-deoxy-beta-D-glucopyranose,C8 H15 N O6,221.208,"D-saccharide, beta linking",CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O,15,A,additive_code,
2M9J,SOLUTION NMR,,NAG,2-acetamido-2-deoxy-beta-D-glucopyranose,C8 H15 N O6,221.208,"D-saccharide, beta linking",CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O,15,A,additive_code,
2Q5A,X-RAY DIFFRACTION,1.5,16P,"3,6,9,12,15,18-HEXAOXAICOSANE",C14 H30 O6,294.384,non-polymer,CCOCCOCCOCCOCCOCCOCC,20,A,additive_name,
2XP3,X-RAY DIFFRACTION,2.0,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
2XP3,X-RAY DIFFRACTION,2.0,B21,5-(2-METHOXYPHENYL)-2-FUROIC ACID,C12 H10 O4,218.205,non-polymer,COc1ccccc1c2ccc(o2)C(=O)O,16,A,ligand,drug_like
2XP4,X-RAY DIFFRACTION,1.8,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
2XP4,X-RAY DIFFRACTION,1.8,G14,2-phenyl-1H-imidazole-4-carboxylic acid,C10 H8 N2 O2,188.183,non-polymer,c1ccc(cc1)c2[nH]cc(n2)C(=O)O,14,A,ligand,drug_like
2XP5,X-RAY DIFFRACTION,1.9,4FF,5-METHYL-2-PHENYL-1H-IMIDAZOLE-4-CARBOXYLIC ACID,C11 H10 N2 O2,202.209,non-polymer,Cc1c(nc([nH]1)c2ccccc2)C(=O)O,15,A,ligand,drug_like
2XP5,X-RAY DIFFRACTION,1.9,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
2XP6,X-RAY DIFFRACTION,1.9,4G2,2-(3-CHLORO-PHENYL)-5-METHYL-1H-IMIDAZOLE-4-CARBOXYLIC ACID,C11 H9 Cl N2 O2,236.654,non-polymer,Cc1c(nc([nH]1)c2cccc(c2)Cl)C(=O)O,16,A,ligand,drug_like
2XP6,X-RAY DIFFRACTION,1.9,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
2XP7,X-RAY DIFFRACTION,2.0,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
2XP7,X-RAY DIFFRACTION,2.0,4F8,"2-PHENYL-1H-IMIDAZOLE-4,5-DICARBOXYLIC ACID",C11 H8 N2 O4,232.192,non-polymer,c1ccc(cc1)c2[nH]c(c(n2)C(=O)O)C(=O)O,17,A,ligand,drug_like
2XP8,X-RAY DIFFRACTION,2.1,4FY,4-(MORPHOLIN-4-YLCARBONYL)-2-PHENYL-1H-IMIDAZOLE-5-CARBOXYLIC ACID,C15 H15 N3 O4,301.297,non-polymer,c1ccc(cc1)c2[nH]c(c(n2)C(=O)N3CCOCC3)C(=O)O,22,A,ligand,drug_like
2XP8,X-RAY DIFFRACTION,2.1,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
2XP9,X-RAY DIFFRACTION,1.9,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
2XP9,X-RAY DIFFRACTION,1.9,4G8,4-[BENZYL(CARBOXYMETHYL)CARBAMOYL]-2-PHENYL-1H-IMIDAZOLE-5-CARBOXYLIC ACID,C20 H17 N3 O5,379.366,non-polymer,c1ccc(cc1)CN(CC(=O)O)C(=O)c2c([nH]c(n2)c3ccccc3)C(=O)O,28,A,ligand,drug_like
2XPA,X-RAY DIFFRACTION,1.9,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
2XPA,X-RAY DIFFRACTION,1.9,4G5,4-[(2-amino-2-oxoethyl)(methyl)carbamoyl]-2-phenyl-1H-imidazole-5-carboxylic acid,C14 H14 N4 O4,302.285,non-polymer,CN(CC(=O)N)C(=O)c1c([nH]c(n1)c2ccccc2)C(=O)O,22,A,ligand,drug_like
2XPB,X-RAY DIFFRACTION,2.0,4GE,5-[BENZYL(METHYL)CARBAMOYL]-2-(3-CHLOROPHENYL)-1H-IMIDAZOLE-4-CARBOXYLIC ACID,C19 H16 Cl N3 O3,369.802,non-polymer,CN(Cc1ccccc1)C(=O)c2c(nc([nH]2)c3cccc(c3)Cl)C(=O)O,26,A,ligand,drug_like
2XPB,X-RAY DIFFRACTION,2.0,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
2ZQS,X-RAY DIFFRACTION,1.902,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
2ZQS,X-RAY DIFFRACTION,1.902,1PG,2-(2-{2-[2-(2-METHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHANOL,C11 H24 O6,252.305,non-polymer,COCCOCCOCCOCCOCCO,17,A,additive_polyether_structure,
2ZQT,X-RAY DIFFRACTION,1.462,1PG,2-(2-{2-[2-(2-METHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHANOL,C11 H24 O6,252.305,non-polymer,COCCOCCOCCOCCOCCO,17,A,additive_polyether_structure,
2ZQT,X-RAY DIFFRACTION,1.462,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
2ZQU,X-RAY DIFFRACTION,2.5,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
2ZQV,X-RAY DIFFRACTION,2.498,1PG,2-(2-{2-[2-(2-METHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHANOL,C11 H24 O6,252.305,non-polymer,COCCOCCOCCOCCOCCO,17,A,additive_polyether_structure,
2ZQV,X-RAY DIFFRACTION,2.498,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
2ZR4,X-RAY DIFFRACTION,2.0,1PG,2-(2-{2-[2-(2-METHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHANOL,C11 H24 O6,252.305,non-polymer,COCCOCCOCCOCCOCCO,17,A,additive_polyether_structure,
2ZR4,X-RAY DIFFRACTION,2.0,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
2ZR5,X-RAY DIFFRACTION,2.6,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
2ZR5,X-RAY DIFFRACTION,2.6,1PG,2-(2-{2-[2-(2-METHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHANOL,C11 H24 O6,252.305,non-polymer,COCCOCCOCCOCCOCCO,17,A,additive_polyether_structure,
1NMW,SOLUTION NMR,,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
2ZR6,X-RAY DIFFRACTION,3.2,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
2ZR6,X-RAY DIFFRACTION,3.2,1PG,2-(2-{2-[2-(2-METHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHANOL,C11 H24 O6,252.305,non-polymer,COCCOCCOCCOCCOCCO,17,A,additive_polyether_structure,
3I6C,X-RAY DIFFRACTION,1.3,GIA,3-fluoro-N-(naphthalen-2-ylcarbonyl)-D-phenylalanine,C20 H16 F N O3,337.344,non-polymer,c1ccc2cc(ccc2c1)C(=O)N[C@H](Cc3cccc(c3)F)C(=O)O,25,"A,B",ligand,drug_like
3IKD,X-RAY DIFFRACTION,2.0,J9Z,(2R)-2-[(1-benzothiophen-2-ylcarbonyl)amino]-3-phenylpropyl phosphate,C18 H16 N O5 P S,389.362,non-polymer,c1ccc(cc1)C[C@H](COP(=O)([O-])[O-])NC(=O)c2cc3ccccc3s2,26,"A,B",ligand,drug_like
3IKG,X-RAY DIFFRACTION,1.86,J8Z,(2R)-2-[(1-benzothiophen-2-ylcarbonyl)amino]-3-(3-methylphenyl)propyl phosphate,C19 H18 N O5 P S,403.389,non-polymer,Cc1cccc(c1)C[C@H](COP(=O)([O-])[O-])NC(=O)c2cc3ccccc3s2,27,"A,B",ligand,drug_like
3JYJ,X-RAY DIFFRACTION,1.87,JZI,"(2R,4E)-2-[(naphthalen-2-ylcarbonyl)amino]-5-phenylpent-4-enoic acid",C22 H19 N O3,345.391,non-polymer,c1ccc(cc1)/C=C/C[C@H](C(=O)O)NC(=O)c2ccc3ccccc3c2,26,"A,B",ligand,drug_like
3KAB,X-RAY DIFFRACTION,2.19,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
3KAB,X-RAY DIFFRACTION,2.19,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
3KAB,X-RAY DIFFRACTION,2.19,4BL,6-methyl-1H-indole-2-carboxylic acid,C10 H9 N O2,175.184,non-polymer,Cc1ccc2cc([nH]c2c1)C(=O)O,13,A,ligand,drug_like
3KAC,X-RAY DIFFRACTION,2.0,4BX,3-(1H-benzimidazol-2-yl)propanoic acid,C10 H10 N2 O2,190.199,non-polymer,c1ccc2c(c1)[nH]c(n2)CCC(=O)O,14,"A,B",ligand,drug_like
3KAD,X-RAY DIFFRACTION,1.95,4C0,3-(1H-benzimidazol-2-yl)-N-(3-phenylpropanoyl)-D-alanine,C19 H19 N3 O3,337.372,non-polymer,c1ccc(cc1)CCC(=O)N[C@H](Cc2[nH]c3ccccc3n2)C(=O)O,25,A,ligand,drug_like
3KAD,X-RAY DIFFRACTION,1.95,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
3KAF,X-RAY DIFFRACTION,2.3,4D9,3-(1H-benzimidazol-2-yl)-N-(1-benzothiophen-2-ylcarbonyl)-D-alanine,C19 H15 N3 O3 S,365.406,non-polymer,c1ccc2c(c1)cc(s2)C(=O)N[C@H](Cc3[nH]c4ccccc4n3)C(=O)O,26,A,ligand,drug_like
3KAG,X-RAY DIFFRACTION,1.9,4D7,3-(1H-benzimidazol-2-yl)-N-[(2-methylfuran-3-yl)carbonyl]-D-alanine,C16 H15 N3 O4,313.308,non-polymer,Cc1c(cco1)C(=O)N[C@H](Cc2[nH]c3ccccc3n2)C(=O)O,23,A,ligand,drug_like
3KAG,X-RAY DIFFRACTION,1.9,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
3KAH,X-RAY DIFFRACTION,2.3,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
3KAH,X-RAY DIFFRACTION,2.3,4DH,3-(1H-benzimidazol-2-yl)-N-[(1-methyl-3-phenyl-1H-pyrazol-5-yl)carbonyl]-D-alanine,C21 H19 N5 O3,389.407,non-polymer,Cn1c(cc(n1)c2ccccc2)C(=O)N[C@H](Cc3[nH]c4ccccc4n3)C(=O)O,29,A,ligand,drug_like
3KAI,X-RAY DIFFRACTION,1.9,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
3KAI,X-RAY DIFFRACTION,1.9,4FI,(2R)-2-[(2-methyl-5-phenyl-pyrazol-3-yl)carbonylamino]-3-naphthalen-2-yl-propanoic acid,C24 H21 N3 O3,399.442,non-polymer,Cn1c(cc(n1)c2ccccc2)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)O,30,A,ligand,drug_like
3KCE,X-RAY DIFFRACTION,1.9,4BY,5-methyl-1H-indole-2-carboxylic acid,C10 H9 N O2,175.184,non-polymer,Cc1ccc2c(c1)cc([nH]2)C(=O)O,13,A,ligand,drug_like
3KCE,X-RAY DIFFRACTION,1.9,12P,DODECAETHYLENE GLYCOL,C24 H50 O13,546.646,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,37,A,additive_code,
3NTP,X-RAY DIFFRACTION,1.762,RZD,(2R)-2-(acetylamino)-3-[(2S)-2-{[2-(1H-indol-3-yl)ethyl]carbamoyl}pyrrolidin-1-yl]propyl dihydrogen phosphate,C20 H29 N4 O6 P,452.441,non-polymer,CC(=O)N[C@H](C[N@@]1CCC[C@H]1C(=O)NCCc2c[nH]c3c2cccc3)COP(=O)(O)O,31,A,ligand,drug_like
3NTP,X-RAY DIFFRACTION,1.762,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
3ODK,X-RAY DIFFRACTION,2.3,PE4,2-{2-[2-(2-{2-[2-(2-ETHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHOXY]-ETHOXY}-ETHANOL,C16 H34 O8,354.436,non-polymer,CCOCCOCCOCCOCCOCCOCCOCCO,24,A,additive_code,
3ODK,X-RAY DIFFRACTION,2.3,ODK,3-pyridin-2-yl-1H-pyrazole-5-carboxylic acid,C9 H7 N3 O2,189.171,non-polymer,c1ccnc(c1)c2cc([nH]n2)C(=O)O,14,A,ligand,drug_like
3OOB,X-RAY DIFFRACTION,1.89,PE4,2-{2-[2-(2-{2-[2-(2-ETHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHOXY]-ETHOXY}-ETHANOL,C16 H34 O8,354.436,non-polymer,CCOCCOCCOCCOCCOCCOCCOCCO,24,A,additive_code,
3OOB,X-RAY DIFFRACTION,1.89,KDH,"(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl 3,4,5-trihydroxybenzoate",C22 H18 O11,458.372,non-polymer,c1c(cc(c(c1O)O)O)[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)OC(=O)c4cc(c(c(c4)O)O)O,33,A,ligand,drug_like
3OOB,X-RAY DIFFRACTION,1.89,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
3TCZ,X-RAY DIFFRACTION,2.1,R2Z,"N~2~-({(1R,2Z)-2-[(2R)-2-(formylamino)-3-(phosphonooxy)propylidene]cyclopentyl}carbonyl)-L-argininamide",C16 H29 N6 O7 P,448.411,non-polymer,[H]/N=C(\N)/NCCC[C@@H](C(=O)N)NC(=O)[C@@H]\1CCC/C1=C/[C@H](COP(=O)(O)O)NC=O,30,A,ligand,drug_like
3TCZ,X-RAY DIFFRACTION,2.1,PE4,2-{2-[2-(2-{2-[2-(2-ETHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHOXY]-ETHOXY}-ETHANOL,C16 H34 O8,354.436,non-polymer,CCOCCOCCOCCOCCOCCOCCOCCO,24,A,additive_code,
3TDB,X-RAY DIFFRACTION,2.267,3TB,"N-[(1E,2R)-1-[(2R)-2-{[(2S)-1-amino-5-carbamimidamido-1-oxopentan-2-yl]carbamoyl}cyclopentylidene]-3-(phosphonooxy)propan-2-yl]-L-phenylalaninamide",C24 H38 N7 O7 P,567.575,non-polymer,[H]/N=C(\N)/NCCC[C@@H](C(=O)N)NC(=O)[C@@H]\1CCC/C1=C\[C@H](COP(=O)(O)O)NC(=O)[C@H](Cc2ccccc2)N,39,A,ligand,drug_like
3TDB,X-RAY DIFFRACTION,2.267,PE4,2-{2-[2-(2-{2-[2-(2-ETHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHOXY]-ETHOXY}-ETHANOL,C16 H34 O8,354.436,non-polymer,CCOCCOCCOCCOCCOCCOCCOCCO,24,A,additive_code,
3WH0,X-RAY DIFFRACTION,1.6,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
3WH0,X-RAY DIFFRACTION,1.6,O4B,"1,4,7,10,13,16-HEXAOXACYCLOOCTADECANE",C12 H24 O6,264.315,non-polymer,C1COCCOCCOCCOCCOCCO1,18,A,additive_name,
3WH0,X-RAY DIFFRACTION,1.6,DTT,"2,3-DIHYDROXY-1,4-DITHIOBUTANE",C4 H10 O2 S2,154.251,non-polymer,C([C@@H]([C@H](CS)O)O)S,8,A,additive_code,
4GWT,X-RAY DIFFRACTION,2.25,LMR,(2S)-2-hydroxybutanedioic acid,C4 H6 O5,134.087,non-polymer,C([C@@H](C(=O)O)O)C(=O)O,9,A,additive_code,
4GWV,X-RAY DIFFRACTION,3.05,FLC,CITRATE ANION,C6 H5 O7,189.1,non-polymer,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,13,A,additive_code,
4QIB,X-RAY DIFFRACTION,1.865,PE4,2-{2-[2-(2-{2-[2-(2-ETHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHOXY]-ETHOXY}-ETHANOL,C16 H34 O8,354.436,non-polymer,CCOCCOCCOCCOCCOCCOCCOCCO,24,A,additive_code,
4QIB,X-RAY DIFFRACTION,1.865,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
4TNS,X-RAY DIFFRACTION,1.33,REA,RETINOIC ACID,C20 H28 O2,300.435,non-polymer,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,22,A,ligand,drug_like
4TYO,X-RAY DIFFRACTION,1.75,39X,3-(6-fluoro-1H-benzimidazol-2-yl)-N-(naphthalen-2-ylcarbonyl)-D-alanine,C21 H16 F N3 O3,377.368,non-polymer,c1ccc2cc(ccc2c1)C(=O)N[C@H](Cc3[nH]c4cc(ccc4n3)F)C(=O)O,28,"A,B",ligand,drug_like
4TYO,X-RAY DIFFRACTION,1.75,GOL,GLYCEROL,C3 H8 O3,92.094,non-polymer,C(C(CO)O)O,6,"A,B",additive_code,
4U84,X-RAY DIFFRACTION,1.78,15P,POLYETHYLENE GLYCOL (N=34),C69 H140 O35,1529.829,non-polymer,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,104,A,additive_code,
4U85,X-RAY DIFFRACTION,1.7,15P,POLYETHYLENE GLYCOL (N=34),C69 H140 O35,1529.829,non-polymer,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,104,A,additive_code,
4U86,X-RAY DIFFRACTION,1.6,1PG,2-(2-{2-[2-(2-METHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHANOL,C11 H24 O6,252.305,non-polymer,COCCOCCOCCOCCOCCO,17,A,additive_polyether_structure,
5B3W,X-RAY DIFFRACTION,2.4,CIT,CITRIC ACID,C6 H8 O7,192.124,non-polymer,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,13,B,additive_code,
5UY9,X-RAY DIFFRACTION,1.85,PE4,2-{2-[2-(2-{2-[2-(2-ETHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHOXY]-ETHOXY}-ETHANOL,C16 H34 O8,354.436,non-polymer,CCOCCOCCOCCOCCOCCOCCOCCO,24,A,additive_code,
5UY9,X-RAY DIFFRACTION,1.85,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,"A,B",additive_code,
5VTI,X-RAY DIFFRACTION,1.8,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
5VTJ,X-RAY DIFFRACTION,1.5,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
5VTK,X-RAY DIFFRACTION,1.99,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
6DUN,X-RAY DIFFRACTION,1.59,TAS,TRIHYDROXYARSENITE(III),As H3 O3,125.944,non-polymer,O[As](O)O,4,"A,B",additive_code,
3TC5,X-RAY DIFFRACTION,1.4,3T5,"(11alpha,16alpha)-9-fluoro-11,17-dihydroxy-16-methyl-3,20-dioxopregna-1,4-dien-21-yl dihydrogen phosphate",C22 H30 F O8 P,472.441,non-polymer,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)(O)O)O)C)O)F)C,32,A,ligand,drug_like
3TC5,X-RAY DIFFRACTION,1.4,P6G,HEXAETHYLENE GLYCOL,C12 H26 O7,282.331,non-polymer,C(COCCOCCOCCOCCOCCO)O,19,A,additive_code,
6O33,X-RAY DIFFRACTION,1.74,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
6O34,X-RAY DIFFRACTION,1.57,2PE,NONAETHYLENE GLYCOL,C18 H38 O10,414.488,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCOCCO)O,28,A,additive_code,
6O34,X-RAY DIFFRACTION,1.57,GOL,GLYCEROL,C3 H8 O3,92.094,non-polymer,C(C(CO)O)O,6,A,additive_code,
6O34,X-RAY DIFFRACTION,1.57,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
6VAJ,X-RAY DIFFRACTION,1.42,QT7,"2-chloro-N-(2,2-dimethylpropyl)-N-[(3R)-1,1-dioxo-1lambda~6~-thiolan-3-yl]acetamide",C11 H20 Cl N O3 S,281.799,non-polymer,CC(C)(C)CN([C@@H]1CCS(=O)(=O)C1)C(=O)CCl,17,A,ligand,drug_like
6VAJ,X-RAY DIFFRACTION,1.42,PG4,TETRAETHYLENE GLYCOL,C8 H18 O5,194.226,non-polymer,C(COCCOCCOCCO)O,13,A,additive_code,
6VAJ,X-RAY DIFFRACTION,1.42,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
7AOG,X-RAY DIFFRACTION,1.5,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7AOG,X-RAY DIFFRACTION,1.5,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
7AXN,X-RAY DIFFRACTION,1.4,S6B,3-chloranyl-4-imidazol-1-yl-benzaldehyde,C10 H9 Cl N2 O,208.644,non-polymer,c1cc(c(cc1CO)Cl)n2ccnc2,14,A,ligand,drug_like
7AXN,X-RAY DIFFRACTION,1.4,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
7AXN,X-RAY DIFFRACTION,1.4,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7AYF,X-RAY DIFFRACTION,1.752,S9E,6-(2-bromanylimidazol-1-yl)pyridine-3-carbaldehyde,C9 H6 Br N3 O,252.067,non-polymer,c1cc(ncc1C=O)n2ccnc2Br,14,A,ligand,drug_like
7AYF,X-RAY DIFFRACTION,1.752,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7AZ1,X-RAY DIFFRACTION,1.15,SGH,1-[4-methyl-3-(trifluoromethyl)phenyl]-2-phenyl-imidazole,C17 H13 F3 N2,302.294,non-polymer,Cc1ccc(cc1C(F)(F)F)n2ccnc2c3ccccc3,22,A,ligand,drug_like
7AZ1,X-RAY DIFFRACTION,1.15,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7AZ1,X-RAY DIFFRACTION,1.15,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
7AZ2,X-RAY DIFFRACTION,1.081,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
7AZ2,X-RAY DIFFRACTION,1.081,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7AZ2,X-RAY DIFFRACTION,1.081,SFW,1-[4-methyl-2-(trifluoromethyl)phenyl]-2-phenyl-imidazole,C17 H13 F3 N2,302.294,non-polymer,Cc1ccc(c(c1)C(F)(F)F)n2ccnc2c3ccccc3,22,A,ligand,drug_like
7BDP,X-RAY DIFFRACTION,1.75,TJB,2-chloranyl-4-(2-phenylimidazol-1-yl)benzaldehyde,C16 H11 Cl N2 O,282.724,non-polymer,c1ccc(cc1)c2nccn2c3ccc(c(c3)Cl)C=O,20,A,ligand,drug_like
7BDP,X-RAY DIFFRACTION,1.75,MG,MAGNESIUM ION,Mg,24.305,non-polymer,[Mg+2],1,A,additive_code,
